基地面積,建築面積,總樓地板面積,建築物高度,建造類別,構造別,地號,樓層用途
193.0,102.96,243.68,11.15,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
193.0,102.96,243.68,11.15,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
193.0,102.96,243.68,11.15,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
283.0,101.6,242.31,11.15,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
283.0,101.6,242.31,11.15,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
283.0,101.6,242.31,11.15,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
2550.06,157.55,472.65,10.2,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2農舍
2550.06,157.55,472.65,10.2,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2農舍
2550.06,157.55,472.65,10.2,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2農舍
287.78,96.89,209.75,10.9,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
287.78,96.89,209.75,10.9,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
287.78,96.89,209.75,10.9,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
287.78,96.89,209.75,10.9,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,樓梯間、電梯間
596.0,165.5,178.06,4.2,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
596.0,165.5,178.06,4.2,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,樓梯間
1566.0,81.65,132.95,7.4,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2農舍
1566.0,81.65,132.95,7.4,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2農舍
228.46,108.49,284.89,12.43,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
228.46,108.49,284.89,12.43,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
228.46,108.49,284.89,12.43,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
228.46,108.49,284.89,12.43,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,水塔間
224.23,108.49,284.23,12.43,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
224.23,108.49,284.23,12.43,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
224.23,108.49,284.23,12.43,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
224.23,108.49,284.23,12.43,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,水塔間
2472.0,198.75,493.52,10.5,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2農舍
2472.0,198.75,493.52,10.5,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2農舍
2472.0,198.75,493.52,10.5,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2農舍
2472.0,198.75,493.52,10.5,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,樓梯間
116.72,68.82,188.08,9.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
116.72,68.82,188.08,9.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
116.72,68.82,188.08,9.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
137.29,68.82,188.08,9.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
137.29,68.82,188.08,9.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
137.29,68.82,188.08,9.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
147.51,66.45,171.62,9.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
147.51,66.45,171.62,9.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
147.51,66.45,171.62,9.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
122.69,66.45,171.62,9.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
122.69,66.45,171.62,9.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
122.69,66.45,171.62,9.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
266.0,157.88,428.43,11.2,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2集合住宅
266.0,157.88,428.43,11.2,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2集合住宅
266.0,157.88,428.43,11.2,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2集合住宅
266.0,157.88,428.43,11.2,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,樓梯間、電梯間、機械室
2479.0,986.3,1997.4,9.5,增建,鋼骨造,宜蘭縣五結鄉,C2倉庫
2479.0,986.3,1997.4,9.5,增建,鋼骨造,宜蘭縣五結鄉,樓梯間
527.0,47.41,162.08,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2農舍
527.0,47.41,162.08,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2農舍
527.0,47.41,162.08,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2農舍
527.0,47.41,162.08,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,水塔間
2947.62,137.11,260.46,9.53,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2農舍
2947.62,137.11,260.46,9.53,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2農舍
94.04,50.76,126.52,7.1,新建,鋼筋混凝土(RC),宜蘭縣蘇澳鎮,H2住宅
94.04,50.76,126.52,7.1,新建,鋼筋混凝土(RC),宜蘭縣蘇澳鎮,H2住宅
94.04,50.76,126.52,7.1,新建,鋼筋混凝土(RC),宜蘭縣蘇澳鎮,樓梯間
94.04,50.76,126.52,7.1,新建,鋼筋混凝土(RC),宜蘭縣蘇澳鎮,水塔間
9800.0,976.04,976.04,8.9,增建,鋼骨造,宜蘭縣冬山鄉,C2工廠
3145.0,170.47,364.31,10.5,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2農舍
3145.0,170.47,364.31,10.5,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2農舍
3145.0,170.47,364.31,10.5,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2農舍
2657.46,177.22,354.44,6.59,新建,鋼筋混凝土(RC),宜蘭縣頭城鎮,H2農舍
1727.0,146.22,296.656,7.06,增建,鋼筋混凝土加強磚造,宜蘭縣冬山鄉,
1727.0,146.22,296.656,7.06,增建,鋼筋混凝土加強磚造,宜蘭縣冬山鄉,H2農舍
1727.0,146.22,296.656,7.06,增建,鋼筋混凝土加強磚造,宜蘭縣冬山鄉,樓梯間
2833.0,986.3,1997.4,9.5,增建,鋼骨造,宜蘭縣五結鄉,C2倉庫
2833.0,986.3,1997.4,9.5,增建,鋼骨造,宜蘭縣五結鄉,樓梯間
3749.12,170.27,299.98,10.5,新建,鋼筋混凝土(RC),宜蘭縣蘇澳鎮,H2農舍
3749.12,170.27,299.98,10.5,新建,鋼筋混凝土(RC),宜蘭縣蘇澳鎮,H2農舍
151.42,72.57,216.3,10.5,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
151.42,72.57,216.3,10.5,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
151.42,72.57,216.3,10.5,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
165.0,126.77,368.07,11.25,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,騎樓
165.0,126.77,368.07,11.25,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2住宅
165.0,126.77,368.07,11.25,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2住宅
165.0,126.77,368.07,11.25,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2住宅
165.0,126.77,368.07,11.25,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,樓梯間
179.45,94.97,208.19,6.95,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,騎樓
179.45,94.97,208.19,6.95,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,G3店鋪
179.45,94.97,208.19,6.95,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
179.45,94.97,208.19,6.95,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
3550.0,1705.91,733.6,7.78,新建,鋼骨造,宜蘭縣冬山鄉,C2倉庫
965.01,71.89,236.18,10.5,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2農舍
965.01,71.89,236.18,10.5,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2農舍
965.01,71.89,236.18,10.5,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2農舍
965.01,71.89,236.18,10.5,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,樓梯間
1160.0,58.16,158.4,10.5,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2農舍
1160.0,58.16,158.4,10.5,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2農舍
1160.0,58.16,158.4,10.5,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2農舍
1160.0,58.16,158.4,10.5,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,樓梯間
91.35,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.35,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2停車空間
91.35,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.35,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.35,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.35,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
91.35,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
91.49,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.49,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2停車空間
91.49,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.49,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.49,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.49,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
91.49,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
91.64,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.64,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2停車空間
91.64,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.64,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.64,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.64,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
91.64,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
97.02,56.01,241.28,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
97.02,56.01,241.28,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2停車空間
97.02,56.01,241.28,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
97.02,56.01,241.28,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
97.02,56.01,241.28,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
97.02,56.01,241.28,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
97.02,56.01,241.28,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
91.64,54.01,238.48,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.64,54.01,238.48,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2停車空間
91.64,54.01,238.48,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.64,54.01,238.48,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.64,54.01,238.48,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.64,54.01,238.48,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
91.64,54.01,238.48,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
91.52,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.52,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2停車空間
91.52,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.52,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.52,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.52,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
91.52,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
90.32,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
90.32,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2停車空間
90.32,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
90.32,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
90.32,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
90.32,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
90.32,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
91.17,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.17,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2停車空間
91.17,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.17,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.17,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.17,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
91.17,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
92.16,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
92.16,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2停車空間
92.16,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
92.16,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
92.16,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
92.16,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
92.16,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
92.61,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
92.61,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2停車空間
92.61,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
92.61,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
92.61,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
92.61,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
92.61,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
93.5,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
93.5,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2停車空間
93.5,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
93.5,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
93.5,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
93.5,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
93.5,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
3300.0,480.0,480.0,5.0,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,C2集貨包裝場
273.38,114.6,304.54,10.9,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
273.38,114.6,304.54,10.9,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
273.38,114.6,304.54,10.9,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
92.88,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
92.88,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2停車空間
92.88,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
92.88,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
92.88,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
92.88,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
92.88,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
93.44,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
93.44,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2停車空間
93.44,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
93.44,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
93.44,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
93.44,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
93.44,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
94.0,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
94.0,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2停車空間
94.0,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
94.0,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
94.0,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
94.0,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
94.0,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
109.54,55.13,243.54,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
109.54,55.13,243.54,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2停車空間
109.54,55.13,243.54,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
109.54,55.13,243.54,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
109.54,55.13,243.54,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
109.54,55.13,243.54,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
109.54,55.13,243.54,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
216.33,20.36,20.36,4.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
164.22,98.5,207.08,7.9,新建,鋼筋混凝土(RC),宜蘭縣頭城鎮,H2住宅
164.22,98.5,207.08,7.9,新建,鋼筋混凝土(RC),宜蘭縣頭城鎮,H2住宅
164.22,98.5,207.08,7.9,新建,鋼筋混凝土(RC),宜蘭縣頭城鎮,H2住宅
299.39,139.6,570.74,14.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
299.39,139.6,570.74,14.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
299.39,139.6,570.74,14.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
299.39,139.6,570.74,14.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
299.39,139.6,570.74,14.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
249.39,139.6,570.74,14.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
249.39,139.6,570.74,14.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
249.39,139.6,570.74,14.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
249.39,139.6,570.74,14.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
249.39,139.6,570.74,14.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
2258.18,161.09,145.86,7.5,增建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2農舍
2258.18,161.09,145.86,7.5,增建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2農舍
2258.18,161.09,145.86,7.5,增建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2樓梯間
61.2,42.8,128.4,9.5,新建,鋼筋混凝土(RC),宜蘭縣蘇澳鎮,H2住宅
61.2,42.8,128.4,9.5,新建,鋼筋混凝土(RC),宜蘭縣蘇澳鎮,H2住宅
61.2,42.8,128.4,9.5,新建,鋼筋混凝土(RC),宜蘭縣蘇澳鎮,H2住宅
1941.25,167.28,167.28,4.5,新建,鋼骨造,宜蘭縣員山鄉,C2集貨運銷處裡室-集貨及包裝場所、冷藏(凍)庫及儲存場
116.47,68.82,188.08,9.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅65.3㎡、私設騎樓3.52㎡
116.47,68.82,188.08,9.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
116.47,68.82,188.08,9.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
137.29,68.82,188.08,9.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅65.3㎡、私設騎樓3.52㎡
137.29,68.82,188.08,9.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
137.29,68.82,188.08,9.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
122.69,66.45,171.62,9.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅62.16㎡、私設騎樓4.29㎡
122.69,66.45,171.62,9.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
122.69,66.45,171.62,9.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
123.04,61.58,169.95,9.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅56.50㎡、私設騎樓5.08㎡
123.04,61.58,169.95,9.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
123.04,61.58,169.95,9.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
90.75,54.4,152.05,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
90.75,54.4,152.05,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
90.75,54.4,152.05,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
90.75,54.41,152.69,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
90.75,54.41,152.69,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
90.75,54.41,152.69,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
165.19,61.01,259.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
165.19,61.01,259.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2門廊
165.19,61.01,259.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
165.19,61.01,259.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
165.19,61.01,259.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
165.19,61.01,259.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
165.19,61.01,259.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
9078.14,4515.12,58.03,8.5,新建,鋼骨造，鋼筋混凝土(RC),宜蘭縣蘇澳鎮,C2液化石油氣槽設備機房
604.0,284.55,365.71,6.25,新建,鋼骨造,宜蘭縣羅東鎮,騎樓
604.0,284.55,365.71,6.25,新建,鋼骨造,宜蘭縣羅東鎮,G3餐廳(＜300㎡)
91.61,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.61,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2停車空間
91.61,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.61,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.61,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.61,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
91.61,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
92.32,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
92.32,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2停車空間
92.32,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
92.32,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
92.32,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
92.32,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
92.32,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
91.05,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
91.05,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2停車空間
91.05,54.08,238.75,11.65,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
